YEAR,SITE,DISTANCE,HEIGHT,BALANUS,CHTHAMALUS,TETRACLITA,MYTILUS,M_PAPILLATUS,M_JARDINII,MASTO_CRUST,ENDOCLADIA,M_AFFINIS,M_FLACCIDA,M_LEPTO,GASTROCLONIU,CORALLINA,HILDENBRANDI,EGREGIA,FUCUS,SILVETIA,PHYLLOSPADIX,CORALLINE_CRUST,POLLICIPES,CYANO_CRUST,DIATOM,PIKEA,PORPHYRA,HESPEROPHYCHUS,CLADOPHORA,DOCECACERIA,TUNICATE,CODIUM,RED_CRUST,ORANGE SPONGE,C_CANALICULATUS,ANALEPUS,BARE,SUM_SESSILE,A_XANTHO,A_SOLA,A_ELEGAN,SERPULORBIS,L_KEENAE,L_SCUTULATA,T_FUNEBRALIS,T_BRUNNEA,NUTTALINA,L_GIGANTEA,NUCELLA,L_SCABRA,S_PURPURATUS,LIMPET,MOPALIA,PAGURUS,PACHYGRAPSUS,OPHIUROID,L_DIGITALIS,CYANOPLAX,OCENEBRINA,SUM_MOBILE
2014,exposed,14.5,1.540,0.05,,0.04,0.85,,,,,,,,,,,,,,,0.05,0.01,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,,,,,,,,,,,3
2014,exposed,14,1.595,0.06,0,0.07,0.61,0,0,0,0.005,,,,,0,,0,,,,0,0.02,,,,,,,,,0,,,,,,0.765,0,0,0,0,0,0,0,0,0,3,0,,0,,,0,,0,,,,3
2014,exposed,8,1.750,0.0075,,0.05,0.72,0.01,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8075,,,,,,,,,3,,,,,12,,,,,,,,15
2014,exposed,8.5,1.789,0.03,,,0.8,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,,,,,,,,,,,,,,,,,,,,,,0
2014,exposed,7,2.095,0.02,,,0.03,0.01,,,0.07,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,28,4,,,,,1,,,,,,,33
2014,exposed,6.5,2.393,0.015,0.01,,0.08,0.09,,,0.1,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.335,,,,,,,,,,,,,,,,,,,,,,0
2014,exposed,5,2.490,,0.07,,0.1,,0.03,,0.01,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,4,2,,,,,,,,7,,,,,,,,13
2014,exposed,5.5,2.760,,0.03,,0.01,,0.05,,0.02,,,,0,0.04,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,2,8,,,,,,,,17,,,,,,,,27
2014,exposed,3,2.783,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,0.045,,,,,2,,,,,,,,,12,,,,,,,,14
2014,exposed,6,2.814,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,3,,,,,,,,3
2014,exposed,4.5,2.820,0.04,,,0.01,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,0.11,,,,,,11,,,,,,,,6,,,2,,,,,19
2014,exposed,7.5,2.822,0.06,,0.04,0.68,0.12,0.04,,,,,,,0.08,,,,,,0.26,,,,,,,,,,,,,,,,1.28,,,1,,,,,,,4,,,,,,,,,,,,5
2014,exposed,4,2.833,0.02,,,0.01,0.04,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,0.13,,,,,,9,,,,,,,,4,,,,,,,,13
2014,exposed,3.5,2.990,0.12,,,0.06,0.02,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,0.23,,,,,,12,,3,,,,,,4,,,5,,,,,24
2014,exposed,2.5,3.060,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,2,5,,,,,,,,,,,,,,,,7
2014,exposed,2,3.360,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,25,9,,,,,,,,,,,,,,,,34
2014,protected,21,-0.074,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,0.05,,,,,,,1,,,,,,,35,,,,,,,,,,,,,,,35
2014,protected,22,-0.039,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.2,,,,,,,50,,,,,,,,,,,,,,,50
2014,protected,20,0.01,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,30,,,,,,,,,,,,,,,30
2014,protected,17,0.066,,,,,,,,,,,0.04,0.2,,,,,,0.1,,,,,,,,,,,,,,,,,0.34,,3,,,,,60,,,,,,,,,,,,,,,63
2014,protected,16,0.1,,,,,,,0.1,,,,0.15,0.05,,,,,,0.04,,,,,,,,,,,,,,,,,0.34,,,,,,,60,,,,,,,,,,,,,,,60
2014,protected,19,0.181,,,,,,,,,,,,,0.08,,,,,0.5,,,,,,,,,,,,,,,,,0.58,,,,,,,48,,,,,,,,,,,,,,,48
2014,protected,18,0.201,,,,,,,,,,,,0.28,,,,,,0.03,,,,,,,,0.01,,,,,,,,,0.32,,2,,,,,100,,,,,,,,1,,,,,,,103
2014,protected,13,0.216,,,,,,,0.04,0.12,,,0.08,0.22,,,,,,,,,,,,,,,,,,,,,,,0.46,,,1,,,,75,,,,,,,,,,,,,,,76
2014,protected,14,0.265,,,,,0.04,,0.24,0.06,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,1,,,,93,,,,,,,,,,,,,,,94
2014,protected,15,0.291,,,,,0.1,,0.65,0.04,,,0.14,0.06,,,,,,,,,,,,,,,,,,,,0.06,,,1.05,,,4,,,,98,,,,,,,,,,,,,,,102
2014,protected,12,0.414,,,,,,,0.78,,,,0.2,,,,,,,,,,,,,,,0.005,,,,,,,,,0.985,,,,,,,25,,,,,,,,,,,,,,,25
2014,protected,7,0.681,0.08,,0.01,,0.1,,0.18,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,0
2014,protected,11,0.846,,0.02,,,0.16,0.02,,0.25,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,0.46,,,,,,,25,,,,,,,2,,,,,,,,27
2014,protected,9,0.976,,,,,0.18,0.1,,0.15,,,,,,,,,,,0.1,,,,,,,0.01,,,,,,,,,0.54,,1,,,,,34,,,,,,,,,,1,,,,,36
2014,protected,10,1.096,,,,,0.35,0.02,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,11,,,,,,,,,,,,,,,11
2014,protected,8,1.151,,,,,0.7,,,0.2,,,,,,,,,0.02,,0.03,,,,,,,,,,,,,,0.03,,0.98,,7,,,,,22,,,,,,,,,,,,,,,29
2014,protected,5,1.476,,0.01,,,0.05,,0.05,0.35,,,,,,,,,,,0,,,,,,0.005,,,,,,,,,,0.465,0,,,,0,7,,,,,,4,,,,1,,,0,,,12
2014,protected,6,1.551,,0.15,,,0.15,,0.03,0.26,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,0.6,,3,,,,13,95,,,,,6,,,,,,,,,,117
2014,protected,4,1.554,,0.28,,,0.12,,0.12,0.56,,,,,,,,,,,0,,,,,,0.04,,,,,,,,,,1.12,1,,,,2,5,,,,,,0,,,,2,,,1,,,11
2014,protected,2,1.879,,0,,,0,,0,0,,,,,,,,,,,0.02,,,,,,0,,,,,,,,,,0.02,0,,,,3,5,,,,,,4,,,,0,,,0,,,12
2014,protected,3,1.916,,0.1,,,0.08,,0.02,0.01,,,,,,,,,,,,,0.05,,,0.02,0.02,,,,,,,,,,0.3,,,,,,21,,,,,,10,,,,,,,,,,31
2014,protected,1,2.216,,0.01,,,,,,,,,,,,,,,,,,,0.04,0.04,,,,,,,,,,,,,0.09,,,,,30,,,,,,,,,,,,2,,,,,32
2015,exposed,3.5,3.22,,,,0.12,,,0.2,,,,,,,,,,,,0.02,,0.08,,,,,,,,,,,,,0.48,0.42,,,,,,,,,,,,,,1,,,3,,,,,4
2015,exposed,4,3.02,0.002,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,0.092,,,,,9,11,,,,,,,,,,,,,,,,20
2015,exposed,4.5,2.91,0.02,,,,,,0.24,0.01,,,,,0.04,,,,,,0.32,,,,,,,,,,,,,,,0.37,0.63,,,,,,33,,,,,,,,,,,2,,,,,35
2015,exposed,5,2.905,0.06,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,0
2015,exposed,5.5,2.94,,,,0.04,,,0.22,0.06,,,,,,0.08,,,,,0.06,,,,,,,,,,,,,,,0.54,0.46,,,,,4,13,,,,,1,,,3,,,`,,,,,21
2015,exposed,6,2.775,0.01,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.65,,,,,,,,,,,1,,,17,,,,,,,,18
2015,exposed,6.5,2.78,0.01,,,0.04,,,0.04,0.12,,,,,,0.06,,,,,,,,,,,,,,,,,,,,0.73,0.27,,,,,1,12,,,,,,,,3,,,,,,,,16
2015,exposed,7,2.27,0.03,,,0.08,,,,0.06,,,,,0.02,,,,,,0.1,,,,,,,,,,,,,,,,0.29,,,,,,,,,1,,,6,,4,,,,,,,,11
2015,exposed,7.5,1.92,0.08,,,0.35,0.02,,,0.12,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.61,3,,,,,,,,,2,1,,,,,,,,,,,6
2015,exposed,8,1.97,0.05,0.025,0.1,0.35,,,,0.075,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.64,3,,,,,,,,1,,,,,4,,,,,,,,8
2015,exposed,8.5,2.025,0.3,,0.05,0.9,,,,0.05,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,1.35,1,,,,,,,,2,,2,,,,,,,,,,,5
2015,exposed,9,1.44,0.2,0.05,0.05,0.35,,,,0.05,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,0.85,6,,,,,,,,3,,9,,,,,,,,,,,18
2015,exposed,9.5,1.665,0.1,,0.2,0.2,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,0
2015,exposed,10,1.71,0.04,,0.04,0.84,,,,0.03,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,0.99,,,,,,,5,,3,1,9,,,5,,,,,,,,23
2015,exposed,10.5,1.69,0.3,,0.2,0.4,,,,,,,,,,,,,,,,0.02,,,,,,,,,0.02,,0.03,,,,0.97,6,,,,,,1,,,,1,,15,15,,,,,,,,38
2015,exposed,11.5,1.37,0.08,,0.35,0.25,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,0.8,,1,,,,,,,15,,6,,,,,,1,,,,,23
2015,exposed,12,1.1,0.02,,0.08,0.06,,,,,,,,,0.24,,,,,,,0.08,,,,,,,,,0.06,,,,,,0.54,8,,,,,,,,8,,2,,14,,,,,,,,,32
2015,exposed,13,1.4,0.05,,0.4,0.05,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,0.65,,,,,,,,,4,,14,,,10,,,,,,,,28
2015,exposed,13.5,1.89,0.1,,0.35,0.65,,,,0.02,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,1.42,1,,,,,,,,4,,4,,,4,,,,,,,,13
2015,protected,1,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21,,,,,,,,,,,,,,,,,21
2015,protected,2,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,,,,,4
2015,protected,3,1.5,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,28,5,,,,,2,,,,1,,,,,,36
2015,protected,4,1.4,,0.02,,,0.08,,0.3,0.15,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,0.58,,,,,2,,62,,,,,,,,,3,1,,,,,68
2015,protected,5,1.64,0.005,0.28,,,,,,0.04,,,,,,0.02,,,,,,,,,,,,,,,,,,,,0.655,0.345,,,,,,6,,,,,1,,,3,,,,,,,,10
2015,protected,6,1.56,0.005,0.16,,,0.18,,0.01,0.18,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0.365,0.545,,,,,,,,2,,,1,,,,,,,,,,1,4
2015,protected,7,1.55,0.08,0.1,,,0.12,,,0.12,,,,,,0.08,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,150,,,,,,,,,,,,,,,1,151
2015,protected,8,1.02,,,,,0.2,0.1,0.08,0.38,,,,,,,,,0.06,,,,,,,,,,,,,,,,,0.06,0.82,,,24,,,,1,44,,,,,,,,,,,,2,,71
2015,protected,9,0.865,,,,,0.15,,,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,1,8,,,,66,,,,,,,,,,,,,,,75
2015,protected,10,0.52,,,,,0.08,,0.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,32,,,,,,,,,,,,,,,32
2015,protected,11,0.467,,,,,,,0.6,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.63,,3,,,,,55,,,,,,,,,,,,,,,58
2015,protected,12,-0.45,,,,,,0.12,0.72,0.17,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,1.05,,5,,,,,,105,,,,,,,,,,,,,,110
2015,protected,13,0.185,,,,,,,,0.25,,,,0.02,,,,,,,,,,,,,,0.01,,,,,,,,,0.28,,,,,,,,78,,,,,,1,,,,,,,,79
2015,protected,14,0.265,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,2,,,,,,127,,,,,,1,,,,,,1,1,132
2015,protected,15,0.13,,,,,,,0.04,,,,0.2,0.04,,,,,,,,,,,,,,,,,,,,,,,0.28,,4,,,,,43,,,,,,,,,,,,,,,47
2015,protected,16,0.35,,,,,0.02,,0.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,1,,,,,35,,,,,,,,,6,,,,,,42
2015,protected,17,0.16,,,,,,,,,,,0.04,,,,,,,0.4,,,,,,,,,,,,,,,,,0.44,,,,,,,60,,,,,,,,,24,,,,,,84
2015,protected,18,0.17,,,,0.01,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,0.86,,1,,,,,60,,1,,,,,,,,,,,,,62
2015,protected,19,0.155,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,0.8,,,,,,,39,,,,,,,,,,,,,,,39
2015,protected,20,0.2,,,,,,,,,,,0.25,,,,,,,0.4,0.02,,,,,,,,,,,,,,,,0.67,,2,,,,,80,,,,,,,,,,,,,,,82
2015,protected,21,0.045,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,30,,,,,,,,,,,,,,,30
